"Item Type","Author","Title",
"book","Tru n̛g Thành Thu n̛g","Compte rendu de M. Truong-Thành-Thuong
"book","Nguyên-Thi-Vinh","Ðại-bi tâm-kinh... Nguyễn-Thị-Vịnh
"book","Truơn̛g, Văn Minh"
"book","Nguyễn, Tính Yên; Trâǹ
"book","","Réponse des avocats-défenseurs de la Cochinchine et du Cambodge au questionnaire relatif à la constitution de barreaux en Indochine"
"book","Trần-Dằng-Huy","Công-Quá-Cách diễn ca..."
"book","Tavernier, Émile"
"book","Boeuf, Abel"
"book","Nguyễn, Công Manh"
"book","Nguyên-Thi-Truyên","Trân-Thái-Nguyên và Nguyễn-Thi-Truvện. Luơn̛g duyên túc đè..."
"book","Reyboubet","Comment je corrige mes fautes de français. Ne dites pas : Dites :
"book","Nguyên, Văn Năm"
"book","","Société maritime indochinoise. Contrat passé entre le gouvernement général de l'Indochine et la Société maritime indochinoise pour l'exploitation des services maritimes postaux sur Singapore
"book","Minh-Khai","Diếu luật và tu cách cho-i bóng tròn"
"book","Nhị Thiên Ðuờn̛g","Nhi-Thiên-Ðuờn̛g..."
"book","","Plan d'une monographie provinciale"
"book","","Ville de Saïgon. Recueil des textes concernant l'hygiène et la santé publique dans la ville de Saïgon
"book","Tô-Văn-Qua","Các sắc thuế chánh ngạch trong xú ̛Nam-Kỳ..."
"book","Tô-Văn-Qua","Recueil des textes réglementant les impôts directs et taxes assimilées perçus en Cochinchine
"book","Trâǹ, Công Ðôǹg"
"book","Krautheimer, Jean"
"book","Krautheimer, Jean"
"book","Nhị Thiên Ðuờn̛g","Vê-sanh chỉ-nam"
"book","","Về vần-đế ruợư trong xú ̛Bắc-Kỳ cùng miến Bắc xú ̛Trung-Kỳ"
"book","Cathojeunesse","La Cathojeunesse présentera Sainte Cécile Vierge-Martyre..."
"book","Cathojeunesse","La Cathojeunesse présentera Sainte Cécile Vierge-Martyre..."
"book","","Convention pour l'exploitation des services fluviaux
"book","Bourayne, L.; Lafrique
"book","Duong-Tan-Tai","La Part de l'encens et du feu. Avec une introduction sur le culte des ancêtres et un aperçu général sur les biens du culte
"book","","Quang-thánh dai-dế linh-xăm..."
"book","Ordre des avocats","Conseil de l'ordre des avocats à la cour d'appel de Saigon. Règlement intérieur du barreau de Saigon. Décrets du 25 mai 1930 et du 24 juillet 1931 et arrêté de promulgation"
"book","Lemaître, Marcel-Jules Albert-Paul"
"book","Nguyên, Van Hai"
"book","Việt-Nam Ngân hàng","Việt-nam ngân hàng... :  Ðại hội đồng thuờn̛g niên ngày 23 tháng chín năm 1932"
"book","","Art chinois. Notes sur un sceau mandarinal. Ancien sceau chinois composé de deux trigrammes et de deux caractères tch'oan à forme sigillaire. Transcription en caractères modernes"
"book","","Gouvernement général de l'Indochine. Service de l'inscription maritime. Police de la navigation. Livret d'identité de marin indigène..."
"book","Mossy, Léon"
"book","","Querelle des six animaux sur leurs mérites respectifs
"book","","Cách thuộc da"
"book","","Diệu-pháp liên-hoa kinh
"book","","Enseignement franco-indigène du premier degré en Cochinchine. Règlement scolaire"
"book","","Enseignement franco-indigène du premier degré en Cochinchine. Textes administratifs
"book","Le Bret, Georges"
"book","","Kinh A-Di-Ðà
"book","","Kinh A-Di-Ðà
"book","","Ligue des droits de l'homme et du citoyen. Section de Saïgon. Le coup de main fasciste et la riposte républicaine
"book","","La Pagade des clochetons et la pagade Barbé
"book","Midan, P."
"book","","Police de l'Indochine. Cochinchine. Section administrative et judiciaire. Liste alphabétique générale des individus qui ont fait l'objet d'avis de recherches insérés au Bulletin de police criminelle du N° 1 au N° 239 inclus et qui n'ont pas été signalés comme ayant cessé d'être recherchés au 21 décembre 1938. Annexe au Bulletin de police criminelle N° 275 du 8 septembre 1934"
"book","Wilser, Ludwig; Daudin
"book","Nguyêñ, P. J. B. Trọng Quản; Midan
"book","Huệ, Ðăng; Phạm
"book","Thiên Thai Thiền giáo tông Liên Hũư hội","[Bài] Thuyết pháp"
"book","Huệ, Ðăng; Thiên Thai Thiền giáo tông Liên Hũư hội; Thiên Thai Thiền giáo tông Liên Hũư hội"
"book","Bois, Georges; Phạm
"book","Mariani, Jacques-Marie"
"book","Nguyễn, Văn Hoanh"
"book","","Région de Saigon-Cholon. Service des Pensions du personnel européen des services régionaux et municipaux de Saïgon-Cholon"
"book","","Lục-Tõ̂ Pháp-Bão-Ðàn kinh :  Sam-Hoi-Phâm dê luc"
"book","Association mutuelle des journalistes Cochinchinois","Association mutuelle des journalistes cochinchinois. Règlements spéciaux"
"book","Hộ, Tông"
"book","","Ðại tú ̛niệm xú ̛kinh :  (Mahâ Satipatthâna Sutta)..."
"book","Peautonnier, G."
"book","","La culture des plantes oléagineuses en Indochine..."
"book","Wormser, G."
"book","Indochine française","Le Développement économique de l'Indochine :  industrialisation
"book","Rosenfeld, F.; Indochine française"
"book","Huet, Gérard; Biard
"book","Angladette, André"
"book","Nguyêñ, Khăć Ve"
"book","Fédération indochinoise Commissariat fédéral aux affaires économiques","Rapports de la sous-commission Indochine..."
"book","Ðào Ðăng Vỹ","Ðào Ðăng-Vỹ. Connaissance du Việt-Nam. Évolution de la littérature et de la pensée vietnamienne [""sic""] depuis l'arrivée des Français jusqu'à nos jours  (1865-1946). [Conférence faite à Hué le 18 juillet 1948.]"
"book","Trần-Củư-Chấn","Trần-Cúư-Chấn
"book","Vũ, Văn Mâũ"
"book","Saigon","Compte administratif du maire pour l'exercice..."
"book","","Editions de l'Asie nouvelle"
"book","Trần, Cưu̕ Chấn"
"book","Rouyer, Charlotte; Redan
"book","","Gouvernement général de l'Indochine. Office indochinois du crédit populaire 
"book","Huỳnh, Quang Huệ"
"book","Hiền, Paul Tù ̛"
"book","Hô ̀, Biêủ Chánh; Ðặng
"book","Hội Xuân Viên","Tố kiết-nhận Ðại-Hội ""Xuân-Viên""
"book","Lê, Văn Tiếng"
"book","Nguyễn, Công Manh"
"book","Nhân, Văn Cao; Nhân
"book","texte, Phạm-Ðai-Tâm Auteur du"
"book","texte, Phạm-Ðai-Tâm Auteur du"
"book","Saigon","Nghi định ngày 26 avril 1935 lâp luật phép thông hành trong dịa phuơn̛g Sàigòn       Chól̛ón̛"
"book","Société de secours mutuel des originaires de Cântho ̛résidant à Sàigòn Chọl̛ón̛","Statuts..."
"book","Société pour l'amélioration morale, intellectuelle et physique des indigènes de Cochinchine"
"book","","Khoa-học tạp-chí. Revue de vulgarisation scientifique"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Nguyên-Thi-No","Trần-đại-lang Giăm
"book","Nguyêñ, An Cư"
"book","Nguyên-Văn-Tròn","Tho ̛Bùi-Kiệm Dặm
"book","","Bản đơǹ kiêm̀"
"book","Ðặng, Lê ̃ Nghi; Ðinh
"book","Ðặng-Lễ-Nghi","Chet dũ̉ vì cuộc may bay... [Très cruel retour d'une course d'aéroplane (poème satirique)
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Nguyêñ, Trọng Quyêǹ"
"book","","Hát đôí đáp kim thơì hay lăḿ :  hát giọng chèo ghe"
"book","Năm Lợi; Ba Huâń","Hát và hò góp"
"book","Ba-Huan","Hat va ho gop... [Nouveau recueil de chants rythmés
"book","Năm-Loi̛","Hát và hò gópt ân soan... par Nām-Loi̛ et Ba Huấn..."
"book","","Lươñg tình kỳ ngộ nam nư ̃ca đàm"
"book","Nguyên, Van Xiêm"
"book","Lasserre, Daniel"
"book","","Phãn đươǹg diêñ nghĩa :  cuôń thư ́ba"
"book","Ðặng-Tam-Bá","Phụng Kiêù
"book","Ðặng, Tam Bá"
"book","","Tam quôc diễn nghĩa 
"book","","Thập điện thơ"
"book","Nguyêñ, Văn Tròn"
"book","Ðặng, Lê ̃ Nghi"
"book","","Thơ năm Tỵ tân soạn"
"book","Ðặng-Lễ-Nghi","Tho Phan-Xích. Long
"book","Ðặng, Lê ̃ Nghi"
"book","Nguyêñ, Ngọc Ân̉"
"book","Nguyên-Ngọc-An","Thúy Thiên Tînh Cảnh vịnh ngâm. L'eau et le ciel
"book","","Tiên-Bû'u thó..."
"book","Ðặng-Lễ-Nghi","Tien-Bu'u tho'tuông... [Histoire de Tien-Bu'u
"book","Ðặng-Lễ-Nghi","Tien-Bú'u tho'tuông... [Histoire de Tien-Bu'u
"book","","Tiên-Bữu-thơ..."
"book","Ðặng, Lê ̃ Nghi"
"book","Deloute, L."
"book","Ðặng-Lễ-Nghi","Tuōng Dinh-Lu'u-lú
"book","Bùi, Quang Nho"
"book","","Tuôǹg Tam quâć [sic pour quôć]"
"book","Nguyêñ, Trọng Quyêǹ"
"book","","Vân Tiên ghiêǹ thơ"
"book","Nguyêñ, Trọng Quyêǹ"
"book","","Vè máy bay tại Mytho"
"book","Ðặng-Lễ-Nghi","Vè xử tử... [Une condamnation à mort à Cantho
"book","","Vợ lơń vợ bé đánh ghen
"book","Lē Phat-Vīnh","A propos d'un article de la ""Jeunesse catholique de Cochinchine"" . [Signé : Lĕ Phǎt-Vĩnh]"
"book","Ðô ̃, Quang Ðâủ"
"book","Kỳ-Lân-Các","Almanach. ""Át mảo ngoc-hap
"book","Kỳ Lân Các","Ât́ mão ngọc hạp :  niên lịch 1915"
"book","Kỳ-Lân-Các","Bà thiên hâu nguo'n quân... Kỳ-Lân-Các..."
"book","Nguyên-Túng-Bá","Bài ca mói̛... [2e édition]"
"book","Nguyên-Túng-Bá","Bài ca mói̛... [4e édition.]"
"book","Nguyêñ, Tùng Bá"
"book","Nguyêñ, Tùng Bá"
"book","","Curriculum  Vitae. Départ de novembre 1911. Cahiers de cours. [Bulletin circulant       contenant des lettres de missionnaires d'Extrême-Orient
"book","","Curriculum Vitae. Départ de novembre 1911. Cahiers de cours. [Bulletin circulant contenant       des lettres de missionnaires d'Extrême-Orient
"book","","Amicale du cadastre. Étude relative à la responsabilité pécuniaire des géomètres concernant       les erreurs préjudiciables commises dans l'exécution de leurs divers travaux"
"book","","La Guerre d'Europe de 1914. Sụtich giǎc âu châu...  par Charles Cartigny et Kỳlâng-Các..."
"book","","Khám lơń thơ"
"book","Cartigny, Charles; Kỳ-lân-Các"
"book","Kỳ-Lân-Các","Lòi̛ Khuyêń Dụ... par Huỳnh-Dinh-Dien. Appel adressé aux dépositaires et marchands       d'alcools dans le but de réunir des secours destinés aux veuves et orphelins des victimes       de la guerre d'Europe actuelle. Adaptation en français de Kỳ-Lân-Các"
"book","Nguyêñ, Bính"
"book","Ngô-Muoi","Nouvelle conversation franco-chinoise avec prononciation de tous les mots
"book","Ngo-Muoi","Nouvelle conversation franco-chinoise avec prononciation de tous les mots
"book","","Phãn đươǹg diêñ nghĩa"
"book","","Phi Long diêñ nghĩa :  cuôń thư ́ba"
"book","","Phi Long diên nghia 
"book","Mossy, Léon"
"book","Huynh-Dinh-Dien","Lòi Khuyên Dụ... par Huỳnh-Dinh-Dien. Appel adressé aux dépositaires et marchands       d'alcools dans le but de réunir des secours destinés aux veuves et orphelins des victimes       de la guerre d'Europe actuelle . Adaptation en français de Kỳ-Lân-Các"
"webpage","Huỳnh, Ðình Ðiên̉ Auteur du texte; Huỳnh
"book","Mossy, Léon"
"book","","Sách bàn xâm bà Thiên Hậu Ngươn Quân :  nguyên bôn̉ 103 xâm"
"book","Dủỏng-Phú-Củỏng, Mme"
"book","Dương, Phú Cươǹg"
"book","Ðặng-Tam-Ba","Tho' Bây Tài
"book","Ðặng-Lễ-Nghi","Tho' Ngoc-Cam Ngoc-Khô. Bôn Tao Soạn Lại
"book","Ðặng, Tam Bá"
"book","Ðặng-Lễ-Nghi","Tho'Ðõ̂-Tu'o'ng-Công là quan Tông-dôc Dô-Hưũ-Phuong õ Cholon. Tăn Soạn chũ but [par]       Dăne lê-Nghi
"book","Dặng Lễ Nghi","Thơ Ðố tướng công : là quan tống đốc Ðố Hữu Phương ơ Chơ Lơn/tân soạn chu bút       Ðặng Le Nghi
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Tho'Mài Gu'o'm Day Vo' Tân soạn par Dặng-Lê-Nghi
"book","Ðặng, Lê ̃ Nghi"
"book","Dặng Lễ Nghi","Thơ mài gươn dạy vợ [1ere edition]"
"book","Ðặng, Lê ̃ Nghi"
"book","Nguyêñ, Công Quá"
"book","Nguyêñ, Công Quá"
"book","Dumas, Alexandre"
"book","","Tiêt́ Ðinh San chinh Tây"
"book","","Trâǹ Ðại Lang giặm"
"book","","Văn-Xu'o'ng Ðế-Quân cú'-Kiếp Bảo-sanh-kinh..."
"book","","Văn Xưóng đê ́quân cưú kiêṕ :  bảo sanh kinh"
"book","Ð. L.N; C. M","Vè khai thị chợ mơí Saigon"
"book","Trần-Thiện-Thành, Michel"
"book","Trâǹ, Michel Thiện Thành"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Ân Tinh tho
"book","C. Q.H","Bài ca Giang-nam Phụng-câù..."
"book","","Bài ca lục tài tư ̉"
"book","Nguyên-Túng-Bá","Bài ca mói̛... Traduit par Nguyễn-tùng-Bá. Édité par Ðinh-Thái-són..."
"book","Nguyêñ, Tùng Bá"
"book","","Bài ca thập nhị tài tư ̉"
"book","","Bài ca thập tài tư ̉"
"book","","Bài ca tư ́tài tư ̉"
"book","Ðặng-lễ-Nghi","Bóng câu mò'i... [Invocations aux esprits
"book","Ðặng, Lê ̃ Nghi"
"book","Dang-le-Nghi","Can hát huê tinh... [Nouveau recueil de chants d'amour]
"book","Ðặng-Lễ-Nghi","Câu hát đöi [Chants dialogués et chants rythmés
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Câu hát huê tình... [Nouveau recueil de chants d'amour]
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Tâń Tài"
"book","Ðặng-Tân-Tài","Câu hát và hò góp [Nouveau recueil de chants rythmés]... par Dăng-Tân-Tai. Edité par       Dinh-Thai-Són... [1ère édition]"
"book","Ðặng, Lê ̃ Nghi"
"book","","Chang-Nhâi Kien Tiên Thó..."
"book","Vương, Ðăǹg Phương"
"book","Vuơn̛g Ðằng Phuơn̛g","Ðại Pháp nhon̛ chánh
"book","Nguyêñ, Liên Phong"
"book","Nguyêñ, Liên Phong"
"book","Ð. T.B; Ð. T.S","Ðơn Bùi Kiệm kiện Võ Phi Loan"
"book","Ð. T.B; Ð. T.S","Ðơn Nguyệt Nga kêu oan Bùi Kiệm"
"book","Ðặng, Tam Bá"
"book","Dang-tam-Ba","Duong-ngoc tho
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Lâm-Sanh Xuân-Nủỏng thó
"book","","Leçons de langue française
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Lục-Van-Tien
"book","Ðinh, Thái Sơn"
"book","","Ma y thâǹ tươńg"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Nang Ut thó Soan ra
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng Lễ Nghi; Minh, Cosme"
"book","Dang-le-Nghi","Nu trung bas oan tho
"book","Huỳnh, Thị Trinh"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","Phú Nàng Dâu Mụ Gia
"book","Phạm, Trí Trung"
"book","Phạm-Tri-Trung","Phu thê phû tu
"book","","Quan Ðê ́Minh thánh kinh"
"book","Minh","@ Quan-đế Minh-Thánh-Kinh... traduit par Lê-Van-Mật
"book","Ðặng-Lễ-Nghi","Sửc Công dien ca [(Histoire de) sǐc Còng
"book","","Tam quôc diễn nghĩa 
"book","Ðặng-Lễ-Nghi","Tam thien tụ̉... [Les trois mille caractères d'écriture (classique chinois).] Transcrit       en quoc-uqu et traduit en français par Dang-le-Nghi. Edité par Dinh-Thai-Son et Le-Van-Nghi..."
"book","Ðặng, Lê ̃ Nghi"
"book","Dang-le-Nghi","Thach-Sanh Ly-Thong
"book","Trần-Thiên-Trung","Sách bói (Vị-Bốc Tiên-Tri) Quỉ-Cốc... [""2e édition"".]"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Lễ-Nghi","Tho me ghẹ̀ giët con ghê
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Thó tuông lính tập đi tây [pièce de théâtre sur les tirailleurs qui sont allés en       Occident] par Dặng-lê-Nghi
"book","","Tôńg Nhạc Phi phong ba đình tuôǹg..."
"book","","Trai tài gái săt́"
"book","","Trâǹ Minh khô ́chuôí"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Tuông Lục-Văn-Long. Tân soạn par Ðang-lê-Nghi
"book","Nguyêñ, Trọng Quyêǹ"
"book","Nguyêñ, Trọng Quyêǹ"
"book","","Vân Tiên ghiêǹ thơ"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-chiêu","Vè anh hà ṭiện
"book","Ðặng, Văn Chiêủ"
"book","Ðặng, Tam Bá"
"book","Dang-tam-Ba","Ve chau-thanh Saigon... [Poème sur la ville de Saigon
"book","Ðặng, Tam Bá"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Van-Chiêu","Vè cô Năm nhò lày chông già. Diêm vói xe kéo tranh luân [La jeune demoiselle Năm prend       un vieux mari
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","Vè Củú vât trâ on
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","Vè dâu hủ [La Mauvaise bru
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","Vè gái du giang hô [(Histoire d') une femme errant de fleuve à lac
"book","Ðặng-Tam-Bá; Ðinh, Thái Sơn"
"book","Ðặng, Tam Bá"
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","Vè Giai Oan cho vọ chêt vọ cha phia sau có thêm vè bao lut năm thinh
"book","Dang-Van-Chieu","Ve linh tap... [Poème sur les soldats et travailleurs partant pour la France
"book","Ðặng, Văn Chiêủ"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Vè máy bay tàu bay... [Poème sur les machines volantes et les bateaux volants
"book","Ðặng-Lễ-Nghi","Vè Ông Già Mủơi bảy cuo'i gai bãy mu o i par Dặng-lî-Nghi
"book","Ðặng, Lê ̃ Nghi"
"book","Huỳnh-Liên-Hài","""Vè Trần-Thế-Mỹ mê mèo Chông nịnh vọ ̛Tân soạn. In lần thứ nhứt""
"book","Ð. T.B","Vè Trơì trôǹg thăǹg nghịch nhi :  đôǹ huyên"
"book","Trần-Thiện-Thành, Michel"
"book","Trâǹ, Michel Thiện Thành"
"book","Ðặng-Văn-Chiêu","Vịnh do'n bà con gái [Chants pour les femmes et les filles] par Dăng-văn-Chiêu
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Văn-Chiêu","An tinh đôi [Correspondances d'amour] par Dăng-văn-Chiêu
"book","Ðặng, Văn Chiêủ"
"book","Ðặng-Lễ-Nghi","Ân tình tho'
"book","Tạ Công-Tuy","Ba Rồng Tám Tai Tho ̛. Ba muơi̛ tám nguời̛ chêt bắn. Tạ Công-Tuy
"book","Tạ, Công Tuy"
"book","","Bài ca ân tình"
"book","Nguyên-Túng-Bá","Bái ca mói̛... [5e édition.]"
"book","Nguyêñ, Tùng Bá"
"book","","Bài ca tình nhân 
"book","Lọ̉'i, H."
"book","Lợi, H."
"book","Huỳnh Tịnh Của","Chuyện giải buôǹ..."
"book","Huỳnh-Huê ̣-Ðịch","@ ""Bài ca ai oán
"book","Huỳnh-Văn-Ngà","@ ""Bài ca ai oán
"book","Dinh-Són-Lý","Diêu-trân-khugên-Lân an-lac... [Poème sur les perturbateurs de la paix
"book","Ðinh, Sơn Lý; Ðặng
"book","Ðặng, Lê ̃ Nghi"
"book","Tạ, Công Tuy"
"book","Tạ Công-Tuy","Kiêù Ðòi̛ Nay
"book","Nguyen, Joseph Van Long"
"book","Tran, J. Kin Kinh"
"book","Nguyêñ, Ðình"
"book","Nguyên-Ðinh","Ngũ-Luân-Minh-Canh. Cours de morale en quôc-ngũ ̛
"book","Ðặng, Lê ̃ Nghi"
"book","","Phâń trang lâù diêñ nghĩa"
"book","Nguyêñ, Hôǹg Ðiêủ"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Sách day hoc noi chu [Méthode pour appprendre à parler le langage relevé]
"book","Dủỏng-Phu'-Củỏǹg, Mme"
"book","","Tam hạ nam Ðươǹg :  truyện mạt Ðươǹg sang Tôńg   cuôń thư ́năm trọn bộ"
"book","Lê-Hoắng-Mu'u; Ðinh, Thái Sơn"
"book","Tạ, Công Tuy"
"book","Ðinh, Thái Sơn"
"book","Ð. L.N; Ð. T.S","Thơ Bãy Vân Ba Lang lưu lạt [sic pour lạc]"
"book","Nguyêñ, Văn Tròn"
"book","Nguyên-Văn-Tròn","Tho ̛Bùi-Kiệm Dặm
"book","Tạ, Công Tuy"
"book","Tạ Công-Tuy","Thó Tiên-Bủu dậm
"book","Luơn̛g-Khắc-Ninh","Tié mỷ đố
"book","Trâǹ, Quang Văn"
"book","Chánh-Ve-Nhi","Ṫong Nhac-Phi phong ba dinh... [Tong Nhac-Phi marchant sur les flots
"book","","Tôńg Nhạc Phi phong ba đình tuôǹg..."
"book","","Trân-sanh Diĕ̂n ca
"book","Huỳnh Tịnh Của","Trâǹ Sanh Ngọc Anh"
"book","Lê, Trung Thu"
"book","Lê, Trung Thu"
"book","Lê, Trung Thu; Lê
"book","","Tư ́dân tư ́thú vãn"
"book","Lương, Khăć Ninh"
"book","Lê, Trung Thu; Lê
"book","","Túy Kiêù phú"
"book","Phụng-Hoáng-Sang","Túy kiều phú in làn thús tu'
"book","Ð. T.B; Ð. T.S","Vè 13 [mươì ba] ngươì bị xư ̃băń tại đôǹg tập trận Sài gòn...ngày 16 Mars 1916 :  cuôń thư ́nhì"
"book","Ð. T.B; Ð. T.S","Vè 38 [ba mươi tám] ngươì bị xư ̃băń tại đôǹg tập trận  Sài gòn...ngày 22 Février       1916"
"book","Dô-Quang-Dâu","A-B-C annamite (prononciation
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Bach-Viên tôn-các tho' bón cû ṣoạn lại par Ðang-lê-Nghi
"book","Sarraut, Albert"
"book","Sarraut, Albert"
"book","Ð. T.B; Ð. T.S","Băt́ dâm bôn thơ"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Tâń Tài"
"book","Ðặng-Tân-Tài","Câu hát và hò góp [Nouveau recueil de chants rythmés]... par Dăng-Tân-Tài. Edité par       Dinh-Thái-Són... [2e édition.]"
"book","Ðặng, Lê ̃ Nghi"
"book","Dô-Quang-Dâu","Cinquante fables et préceptes. Truyên phan-sa... par Dô-Quang-Dâu
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Nguyêñ, Công Chánh"
"book","Nguyêñ, Công Chánh"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Huẩn nũ̉ ca và vè 13 ngủò̉i bi án [sur l'éducation de la femme
"book","Ðặng-Lễ-Nghi","Lâm-sanh Xuân. Nủỏng thóbôn cú soạn lai
"book","Ðặng, Lê ̃ Nghi"
"book","Trâǹ, Quang Văn"
"book","Ð. L.N; C. M","Ngoại khoa câṕ cưú :  cuôń thư ́ba"
"book","Nguyêñ, Ðình"
"book","Nguyên-Ðinh","Ngũ-Luân-Minh-Canh. Cours de morale en quôc-ngũ ̛
"book","","Notice historique
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Tam-Bá","Phụng-Kiêù
"book","","Phụng Kiêù Lý Ðáng"
"book","Ðặng-Lễ-Nghi","Rễ thảo lā trai : thỏ
"book","Ðặng, Lê ̃ Nghi"
"book","Diệp, Văn Cương"
"book","Diệp, Văn Cương"
"book","R. P.N","Sách dạy nâú ăn theo phép annam"
"book","Câukho, R.-P.-N."
"book","","Tam nương"
"book","","Tam quôc diễn nghĩa 
"book","","Tam qúôc diễn nghĩ̂a 
"book","Nguyêñ, Chánh Săt́"
"book","Nguyêñ, Chánh Săt́"
"book","Trần-Thiên-Trung","Sách bói (Vị-Bốc Tiên-Tri) Quỉ-Cốc... [""2e édition"".]"
"book","","Tây du thích nghĩa :  cuôń thư ́nhưt́"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Thach-Sanh Lý-Thông
"book","Dang-le-Nghi","Thanh-Thai Hoang-Dê... [L'Empereur Thanh-Thai
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Thiên-Húo'ng tho'. Bôn cǔ soạn lại [Histoire de Thien-Huong
"book","Ðặng, Lê ̃ Nghi"
"book","Phụng-Hoáng-Sang","Thiều lâm [contes plaisants
"book","Nguyêñ, Thơí Linh"
"book","Nguyên-Thoi-Linh, F."
"book","Dặng-Lễ-Nghi","Tho Dâu hiền là gái
"book","Ðặng-Lễ-Nghi","Thó rưởc quan Toān quyên par Dãng-lê-Nghi
"book","Huỳnh Tịnh Của","Thoại khanh Châu Tuâń thơ"
"book","Phụng Hoàng Sang","Tiêú lâm"
"book","","Trâǹ Minh khô ́chuôí"
"book","Ðô ̃, Quang Ðâủ"
"book","Ðặng-Lễ-Nghi","Tú'đại Kij Thó Noi vê Liên-huò̉n kê'cha Vuong-Doan Tủ-dô hại Dong-Trát
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Túy-Kiêù băt Hoạn-Tho phú
"book","","Túy Kiêù phú"
"book","Phụng-Hoáng-Sang","Túy kiều phú in làn thús tu'
"book","","Universal-Machinery. The Anglo Chinese engineers Association... Général-Agents...       Bôn Thâo..."
"book","","Vạn Huê Lâù diêñ nghĩa"
"book","Ðặng, Lê ̃ Nghi"
"book","Ðặng-Lễ-Nghi","Vè cô Năm t. chôn con
"book","Lê, Thành Tươǹg"
"book","Lê, Thành Tươǹg"
"book","Ð. L.N; C. M","Vè khai thị chợ mơí Gò công"
"book","Do-Quang-Dau","A-B-C annamite (Prononciation. Intonation. Orthographe)... par Do-Quang-Dau
"book","Dufosse, M."
"book","Mộng Huê Lầu","Lạc-Thũy Duyên. Nũ-Giáo Tô-Huê-Nhi ngoại sủ
"book","","Lưu Hương diêñ nghĩa :  Bưũ Quyên"
"book","Boscq, J.-C."
"book","Boscq, Jean-C."
"book","Bocsq, J.-C."
"book","Trâǹ, Nguyên Lượng"
"book","Trần-Nguyên-Luợn̛g","Nam-kỳ nông-nghiệp tuơn̛g-tế hội..."
"book","Trần-Nguyên-Luợn̛g","Nam-kỳ nông-nghiệp tuơn̛g-tế hội..."
"book","","Ngũ hô ̉bình tây"
"book","J. M.J","Sách sâḿ truyêǹ mơí"
"book","J. M.J","Sách dâñ vào đàng nhơn đưć trọn lành"
"book","J. M.J","Bôn̉ dạy tiêńg La tinh"
"book","J. M.J","Bôn̉ dạy phép toán"
"book","J. M.J","Tự vị annam-phalangsa"
"book","","Ðại Nam Việt quâć triêù sư ̉ký
"book","J. M.J","Sách dạy tập đi đàng nhơn đưć trọn lành"
"book","J. M.J","Thiên Chúa Thánh giáo yêú lý chính giải"
"book","J. M.J","Thập giải Quảng ngãi và bảy phép bí tích"
"book","","Lịch địa phận đàng trong bên Tây :  Năm Chúa Giáng sinh
"book","","Bôn̉ dậy chư ̃mâũ A B C D  cùng phép đánh vâǹ"
