"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K95I58TI","book","1950","Phạm, Huỳnh; Nguyêñ, Văn Hạnh","Phàp-văn thục̛-hành và bồ tùc","","","","","http://gallica.bnf.fr/ark:/12148/bpt6k4237980d","Leçons pratiques de français, manuel","1950","2021-10-05 11:04:49","2021-10-05 11:04:49","2021-10-05 11:04:49","","62","","","","","","","","","","impr. Nam Quan","Sài Gòn","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - 8-INDOCH-2841","Country: FR couv. ill.","","","http://catalogue.bnf.fr/ark:/12148/cb35757636n","","","","","","Nguyêñ, Văn Hạnh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSGJIAAI","book","1950","Nguyêñ, Văn Hạnh","Pháp văn thục̛ hành và bô ̛túc ,  [Fasc. 3]","","","","","http://gallica.bnf.fr/ark:/12148/bpt6k4237499s","Leçons pratiques de français, 3e vol","1950","2021-10-05 11:06:52","2021-10-05 11:06:52","2021-10-05 11:06:52","","","","","","","","","","","","Nam Quan","Sài Gòn","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - 8-INDOCH-2794","Country: FR couv. ill.","","","http://catalogue.bnf.fr/ark:/12148/cb35757150t","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNDTBDQU","book","1950","Nguyêñ, Văn Hạnh","Pháp văn thục̛ hành và bô ̛túc ,  [Fasc. 2]   Nguyễn Văn Hạnh...","","","","","http://gallica.bnf.fr/ark:/12148/bpt6k4237538f","Leçons pratiques de français, 2e vol","1950","2021-10-05 11:06:52","2021-10-05 11:06:52","2021-10-05 11:06:52","","","","","","","","","","","","Nam Quan","Sài Gòn","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - 8-INDOCH-2793","Country: FR couv. ill.","","","http://catalogue.bnf.fr/ark:/12148/cb35757149m","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
