"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9KH5LPL4","book","1932","Phan, Bội Châu","Vấn đề giáo dục, công dụng và giá-trị... văn chuơn̛g","","","","","http://gallica.bnf.fr/ark:/12148/bpt6k42416319","Problèmes d'éducation, utilité et valeur de la littérature","1932","2021-10-06 07:54:24","2021-10-06 07:54:24","2021-10-06 07:54:24","","","","","","","","","","","","Phổ Thông Van Xã","Gia Ðịnh","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - 8-INDOCH PIECE-4686","Country: FR couv. ill.","","","http://catalogue.bnf.fr/ark:/12148/cb357577823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMX8LRLH","book","1936","Ðoàn, Nguyên","Ông Vua Thầu Khoán ỏ ̛xú ̛Bắc","","","","","http://gallica.bnf.fr/ark:/12148/bpt6k4241304c","Le Roi des entrepreneurs au Tonkin, roman","1936","2021-10-06 07:54:26","2021-10-06 07:54:26","2021-10-06 07:54:26","","48","","","","","","","","","","Phổ Thông Văn Xã","Nam-kỳ","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - 8-INDOCH PIECE-2907","Country: FR ill.","","","http://catalogue.bnf.fr/ark:/12148/cb35753028d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDHWKLUN","book","1932","","Tập Văn Xuân :  Năm Nhâm Thân","","","","","","Ecrits du printemps de l'année Nhâm-thân. Mélanges","1932","2021-10-06 07:55:45","2021-10-06 07:55:45","","","25","","","","","Tập Văn Xuân","","","","","Ed. Phổ Thông Văn xã","Gia Ðịnh","fre","","","","","BnF Catalogue général (http:// catalogue.bnf.fr)","Tolbiac - Rez de Jardin - Littérature et art - Magasin - FOL-INDOCH PIECE-25","Country: FR ill.","","","http://catalogue.bnf.fr/ark:/12148/cb35758680c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
